bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,Unnamed: 32,min,q1,mean,median,q3,max,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MetaBAT2Refined-RM_137.27.fa.gz,RM_137,RMCA,Equus burchellii,male,M3C,<1972,Rwanda,,,MEGAHIT-MetaBAT2Refined-RM_137.27.fa.gz,bacteria_odb10,96.0,96.0,0.0,1.6,2.4,124,MEGAHIT-MetaBAT2Refined-RM_137.27.fa.gz,44,44,41,39,29,22,2616775,2616775,2606659,2591039,2414767,2159000,44,274690,2616775,58.87,87596,56146,9,19,0.0,1 + 0 part,,0.047,0.137,0.1477272727272727,0.1545,0.1645,0.207,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_137.27.fa.gz,o__Actinomycetales (UID1530),622,257,151,6,251,0,0,0,0,97.35,0.0,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,94.98,11.0,0.94495,
MEGAHIT-MetaBAT2Refined-RM_137.28.fa.gz,RM_137,RMCA,Equus burchellii,male,M3C,<1972,Rwanda,,,MEGAHIT-MetaBAT2Refined-RM_137.28.fa.gz,bacteria_odb10,63.7,63.7,0.0,8.9,27.4,124,MEGAHIT-MetaBAT2Refined-RM_137.28.fa.gz,107,107,63,24,2,0,772678,772678,632063,358171,61222,0,107,31605,772678,42.49,8602,5820,28,54,0.0,0 + 1 part,,0.041,0.127,0.2774205607476636,0.187,0.321,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_137.28.fa.gz,k__Bacteria (UID1452),924,151,101,36,113,2,0,0,0,69.11,1.98,0.0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__DUUL01;s__,,,,,,,,,,,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__DUUL01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,72.77,11.0,0.91614,
MEGAHIT-MetaBAT2Refined-RM_137.41_sub.fa.gz,RM_137,RMCA,Equus burchellii,male,M3C,<1972,Rwanda,,,MEGAHIT-MetaBAT2Refined-RM_137.41_sub.fa.gz,bacteria_odb10,44.4,44.4,0.0,14.5,41.1,124,MEGAHIT-MetaBAT2Refined-RM_137.41_sub.fa.gz,656,656,43,1,0,0,1843041,1843041,256465,10898,0,0,656,10898,1843041,49.63,2950,2161,222,405,0.0,1 + 0 part,,0.0,0.111,0.3623064024390244,0.2115,0.5742499999999999,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_137.41_sub.fa.gz,k__Bacteria (UID2570),433,273,183,121,147,5,0,0,0,56.26,2.19,60.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_002356435.2; s__Petrimonas sp002356435; 95.0; 88.04; 0.234,46.83,11.0,0.98804,
MEGAHIT-MaxBin2Refined-HM_066.002.fa.gz,HM_066,NHM London,Cuniculus paca,male,,1903,Brazil,Espirito Santo,,MEGAHIT-MaxBin2Refined-HM_066.002.fa.gz,bacteria_odb10,97.6,96.0,1.6,1.6,0.8,124,MEGAHIT-MaxBin2Refined-HM_066.002.fa.gz,315,315,144,82,23,1,2583151,2583151,2168044,1733334,811548,54833,315,54833,2583151,39.63,15600,7356,48,106,0.0,0 + 0 part,,0.0,0.294,0.3820952380952381,0.349,0.4215,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-HM_066.002.fa.gz,o__Lactobacillales (UID544),293,475,267,6,458,11,0,0,0,98.6,2.88,0.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,94.66,11.0,0.9811,
MEGAHIT-MetaBAT2Refined-HM_066.1.fa.gz,HM_066,NHM London,Cuniculus paca,male,,1903,Brazil,Espirito Santo,,MEGAHIT-MetaBAT2Refined-HM_066.1.fa.gz,bacteria_odb10,97.6,97.6,0.0,1.6,0.8,124,MEGAHIT-MetaBAT2Refined-HM_066.1.fa.gz,74,74,67,58,32,13,2298486,2298486,2274988,2210089,1747914,1061487,74,149639,2298486,52.53,44665,26655,15,32,0.0,0 + 0 part,,0.284,0.34325,0.3599054054054054,0.361,0.3715,0.449,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-HM_066.1.fa.gz,o__Actinomycetales (UID1530),622,257,151,3,251,3,0,0,0,98.79,0.63,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,97.78,11.0,0.95004,
MEGAHIT-MaxBin2Refined-DM_011.002.fa.gz,DM_011,Adametz collection,Sus scrofa,,,1911,,,,MEGAHIT-MaxBin2Refined-DM_011.002.fa.gz,bacteria_odb10,86.3,83.9,2.4,5.6,8.1,124,MEGAHIT-MaxBin2Refined-DM_011.002.fa.gz,728,728,110,13,0,0,2239303,2239303,805893,168765,0,0,728,20066,2239303,43.64,3959,2339,181,367,0.0,1 + 0 part,,0.0,0.118,0.1792637362637362,0.152,0.194,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-DM_011.002.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,60,686,19,2,0,0,91.82,2.4,16.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Glaesserella;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Glaesserella;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,85.4,11.0,0.98088,
MEGAHIT-MaxBin2Refined-RM_190.001.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_190.001.fa.gz,bacteria_odb10,62.9,62.1,0.8,6.5,30.6,124,MEGAHIT-MaxBin2Refined-RM_190.001.fa.gz,142,142,57,39,10,1,1138930,1138930,953165,817106,389683,96920,142,96920,1138930,49.83,17553,8851,19,43,0.0,0 + 1 part,,0.037,0.122,0.1510070422535211,0.1455,0.17025,0.379,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_190.001.fa.gz,k__Bacteria (UID1453),901,171,117,47,121,3,0,0,0,64.67,2.56,33.33,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__,,,,,,GCA_938045495.1,95.0,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp938045495,84.17,0.261,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_937927395.1; s__Nanoperiomorbus sp937927395; 95.0; 85.39; 0.306; GCA_938041355.1; s__Nanoperiomorbus sp938041355; 95.0; 85.08; 0.26; GCA_905373385.1; s__Nanoperiomorbus sp905373385; 95.0; 84.64; 0.345; GCA_937997515.1; s__Nanoperiomorbus sp937997515; 95.0; 84.55; 0.315; GCA_937990685.1; s__Nanoperiomorbus sp937990685; 95.0; 84.48; 0.309; GCA_013333515.2; s__Nanoperiomorbus sp013333515; 95.0; 84.42; 0.378; GCA_938028655.1; s__Nanoperiomorbus sp938028655; 95.0; 84.41; 0.38; GCA_905373275.1; s__Nanoperiomorbus sp905373275; 95.0; 84.38; 0.366; GCA_937875905.1; s__Nanoperiomorbus sp937875905; 95.0; 84.34; 0.346; GCA_938044095.1; s__Nanoperiomorbus sp938044095; 95.0; 84.3; 0.312; GCA_905365345.1; s__Nanoperiomorbus sp905365345; 95.0; 84.16; 0.382; GCA_938028525.1; s__Nanoperiomorbus sp938028525; 95.0; 84.15; 0.383; GCA_905372225.1; s__Nanoperiomorbus sp905372225; 95.0; 84.09; 0.375; GCF_004138455.1; s__Nanoperiomorbus periodonticus; 95.0; 84.07; 0.369; GCA_937923035.1; s__Nanoperiomorbus sp937923035; 95.0; 83.98; 0.35; GCA_938018015.1; s__Nanoperiomorbus sp938018015; 95.0; 83.96; 0.34; GCA_938045395.1; s__Nanoperiomorbus sp938045395; 95.0; 83.91; 0.368; GCA_938002925.1; s__Nanoperiomorbus sp938002925; 95.0; 83.9; 0.348; GCA_937927165.1; s__Nanoperiomorbus sp937927165; 95.0; 83.89; 0.332; GCA_937989845.1; s__Nanoperiomorbus sp937989845; 95.0; 83.85; 0.343; GCA_938017725.1; s__Nanoperiomorbus sp938017725; 95.0; 83.85; 0.318; GCA_938028605.1; s__Nanoperiomorbus sp938028605; 95.0; 83.84; 0.337; GCA_938049755.1; s__Nanoperiomorbus sp938049755; 95.0; 83.82; 0.273; GCA_938017625.1; s__Nanoperiomorbus sp938017625; 95.0; 83.8; 0.333; GCA_938018255.1; s__Nanoperiomorbus sp938018255; 95.0; 83.71; 0.375; GCA_937895875.1; s__Nanoperiomorbus sp937895875; 95.0; 83.68; 0.319; GCA_938039235.1; s__Nanoperiomorbus sp938039235; 95.0; 83.66; 0.344; GCA_938033885.1; s__Nanoperiomorbus sp938033885; 95.0; 83.66; 0.328; GCA_938017645.1; s__Nanoperiomorbus sp938017645; 95.0; 83.65; 0.365; GCA_938036615.1; s__Nanoperiomorbus sp938036615; 95.0; 83.63; 0.33; GCA_938039175.1; s__Nanoperiomorbus sp938039175; 95.0; 83.62; 0.387; GCA_938045415.1; s__Nanoperiomorbus sp938045415; 95.0; 83.61; 0.296; GCA_938046575.1; s__Nanoperiomorbus sp938046575; 95.0; 83.53; 0.283; GCA_937921755.1; s__Nanoperiomorbus sp937921755; 95.0; 83.42; 0.347; GCA_938010415.1; s__Nanoperiomorbus sp938010415; 95.0; 83.38; 0.334; GCA_938044085.1; s__Nanoperiomorbus sp938044085; 95.0; 83.3; 0.311; GCA_938045335.1; s__Nanoperiomorbus sp938045335; 95.0; 82.92; 0.351,71.8,11.0,0.99654,
MEGAHIT-MaxBin2Refined-RM_190.003.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_190.003.fa.gz,bacteria_odb10,89.5,87.9,1.6,5.6,4.9,124,MEGAHIT-MaxBin2Refined-RM_190.003.fa.gz,288,288,171,103,30,2,2971341,2971341,2681690,2197532,1035007,122596,288,66378,2971341,62.12,18454,9238,52,107,0.0,0 + 1 part,,0.045,0.13275,0.1655798611111111,0.1585,0.17825,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_190.003.fa.gz,p__Actinobacteria (UID2112),31,211,124,3,196,11,1,0,0,99.45,5.63,28.57,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,85.28,11.0,0.8685,
MEGAHIT-MaxBin2Refined-RM_190.004_sub.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_190.004_sub.fa.gz,bacteria_odb10,24.2,24.2,0.0,6.5,69.3,124,MEGAHIT-MaxBin2Refined-RM_190.004_sub.fa.gz,627,627,47,2,0,0,1553270,1553270,302671,20228,0,0,627,10137,1553270,29.44,2818,1847,176,346,0.0,0 + 0 part,,0.0,0.1335,0.2688452950558214,0.191,0.291,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_190.004_sub.fa.gz,p__Euryarchaeota (UID3),148,188,125,23,165,0,0,0,0,84.18,0.0,0.0,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A oralis,GCF_001639275.1,95.0,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A oralis,99.52,0.886,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MaxBin2Refined-RM_190.008.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_190.008.fa.gz,bacteria_odb10,93.5,90.3,3.2,1.6,4.9,124,MEGAHIT-MaxBin2Refined-RM_190.008.fa.gz,387,387,133,55,3,0,2066780,2066780,1469385,934220,103744,0,387,40365,2066780,47.33,8943,4198,66,151,0.0,0 + 0 part,,0.0,0.125,0.1840852713178294,0.163,0.207,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_190.008.fa.gz,o__Clostridiales (UID1120),304,247,141,11,218,18,0,0,0,93.26,7.86,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__,,,,,,GCA_938045615.1,95.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__Hornefia sp938045615,92.13,0.581,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,84.47,11.0,0.99605,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-RM_190.018.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_190.018.fa.gz,bacteria_odb10,83.1,82.3,0.8,5.6,11.3,124,MEGAHIT-MaxBin2Refined-RM_190.018.fa.gz,278,278,125,39,5,0,1627158,1627158,1269846,629609,172529,0,278,47670,1627158,50.18,8604,5311,59,116,0.0,0 + 0 part,,0.0,0.113,0.1895611510791366,0.145,0.195,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_190.018.fa.gz,o__Clostridiales (UID1120),304,247,141,11,226,10,0,0,0,95.78,6.05,30.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_B;s__Eubacterium_B sp938046095,GCA_938046095.1,95.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_B;s__Eubacterium_B sp938046095,97.45,0.912,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MaxBin2Refined-RM_190.020_sub.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_190.020_sub.fa.gz,bacteria_odb10,54.1,47.6,6.5,14.5,31.4,124,MEGAHIT-MaxBin2Refined-RM_190.020_sub.fa.gz,750,750,34,6,0,0,1584705,1584705,256375,78585,0,0,750,16849,1584705,46.9,2318,1478,201,419,0.0,0 + 0 part,,0.0,0.088,0.26324,0.162,0.28,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_190.020_sub.fa.gz,o__Clostridiales (UID1120),304,250,143,93,131,26,0,0,0,56.46,9.31,19.23,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,36.64,11.0,0.82136,Genome has more than 15.8% of markers with multiple hits
MEGAHIT-MetaBAT2Refined-RM_190.12.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_190.12.fa.gz,bacteria_odb10,16.9,16.1,0.8,13.7,69.4,124,MEGAHIT-MetaBAT2Refined-RM_190.12.fa.gz,148,148,86,52,14,2,1565622,1565622,1394892,1151272,558455,112864,148,62480,1565622,61.34,18247,9287,25,55,0.0,3 + 0 part,,0.03,0.118,0.1394527027027026,0.138,0.15525,0.267,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_190.12.fa.gz,p__Euryarchaeota (UID3),148,187,124,15,169,3,0,0,0,90.32,1.77,0.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__,,,,,,GCA_028561875.1,95.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp028561875,81.31,0.18,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__,taxonomic classification defined by topology and ANI,,,87.85,11.0,0.96182,
MEGAHIT-MetaBAT2Refined-RM_190.14_sub.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_190.14_sub.fa.gz,bacteria_odb10,83.1,83.1,0.0,9.7,7.2,124,MEGAHIT-MetaBAT2Refined-RM_190.14_sub.fa.gz,451,451,203,65,3,0,2641490,2641490,1886190,887870,77501,0,451,26778,2641490,60.14,8061,4606,114,223,0.0,0 + 0 part,,0.0,0.1175,0.2315898004434589,0.181,0.253,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_190.14_sub.fa.gz,o__Actinomycetales (UID1809),267,400,222,35,349,16,0,0,0,91.56,4.26,31.25,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,,,,,,GCF_030408675.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium durum,87.87,0.596,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,84.19,11.0,0.99156,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-RM_190.20.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_190.20.fa.gz,bacteria_odb10,83.1,83.1,0.0,4.0,12.9,124,MEGAHIT-MetaBAT2Refined-RM_190.20.fa.gz,210,210,76,32,3,0,1197407,1197407,807679,492675,100724,0,210,42894,1197407,37.7,8223,4153,44,97,0.0,0 + 0 part,,0.0,0.1075,0.1781761904761905,0.148,0.203,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_190.20.fa.gz,o__Clostridiales (UID1120),304,247,141,28,214,5,0,0,0,84.99,2.51,40.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_N;s__,,,,,,GCA_000161975.1,95.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_N;s__Eubacterium_N saphenum,83.22,0.272,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_N;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,86.79,11.0,0.99085,
MEGAHIT-MetaBAT2Refined-RM_190.23.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_190.23.fa.gz,bacteria_odb10,92.7,92.7,0.0,4.0,3.3,124,MEGAHIT-MetaBAT2Refined-RM_190.23.fa.gz,137,137,113,90,40,11,2772291,2772291,2703565,2530212,1683260,694932,137,88542,2772291,65.11,29494,18392,30,59,0.0,1 + 0 part,,0.089,0.135,0.1537518248175182,0.152,0.169,0.277,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_190.23.fa.gz,o__Actinomycetales (UID1530),622,257,151,6,245,5,1,0,0,97.24,2.19,25.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__Brooklawnia sp938036835,GCA_938036835.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__Brooklawnia sp938036835,95.04,0.89,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-RM_190.25_sub.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_190.25_sub.fa.gz,bacteria_odb10,71.0,70.2,0.8,7.3,21.7,124,MEGAHIT-MetaBAT2Refined-RM_190.25_sub.fa.gz,459,459,68,8,0,0,1567139,1567139,495378,97673,0,0,459,13831,1567139,43.7,3866,2510,135,261,0.0,0 + 0 part,,0.017,0.105,0.1519063180827886,0.139,0.174,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_190.25_sub.fa.gz,k__Bacteria (UID2569),434,278,186,70,204,4,0,0,0,75.41,0.69,25.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__,,,,,,GCA_000163695.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__F0058 sp000163695,90.99,0.64,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_905372135.1; s__F0058 sp905372135; 95.0; 88.76; 0.161,69.04,11.0,0.99583,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-RM_190.27.fa.gz,RM_190,RMCA,Papio anubis,?,M3,<1930,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_190.27.fa.gz,bacteria_odb10,67.7,67.7,0.0,8.9,23.4,124,MEGAHIT-MetaBAT2Refined-RM_190.27.fa.gz,371,371,95,28,1,0,1643173,1643173,859317,422890,28409,0,371,28409,1643173,55.93,5268,3127,88,190,0.0,0 + 0 part,,0.0,0.102,0.3386873315363881,0.206,0.429,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_190.27.fa.gz,o__Actinomycetales (UID1530),622,257,151,61,193,3,0,0,0,75.64,1.32,66.67,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,71.74,11.0,0.98939,
